Event #,Event Name,Brief Description,Event Start Date and Time,Event End Date and Time,Event Duration,Event Category,Track,Ribbon,Maximum Players for Event,Price,Company or Gaming Group,Game Master,Game Manufacturer,Game System and Edition,Rules Taught?,Materials Provided?,Tournament Style,Tournament Round,Minimum Age,Game Complexity,Experience
8040,Star Wars Destiny Learn To Play,"Learn to play Destiny Attendees receive a Star Wars Destiny Starter, promos and instruction on how to play. Limited to 16 players",6/13/2018 13:00,6/13/2018 15:00,2 Hours,CCG/TCG,,,16,16,Cascade Games LLC,Steve Cameron,Fantasy Flight Games,Star Wars Destiny,Yes,Yes,,,10+,Med,Beginner
8255,Munchkin the CCG - Beginner's Tournament,Participants in this mini-tournament will receive a complete 2-deck starter set and will compete for boosters!,6/13/2018 13:00,6/13/2018 15:00,2 Hours,CCG/TCG,,,16,22,Steve Jackson Games,,Steve Jackson Games,,Yes,Yes,,,13+,Med,Beginner
7410,Galaxy Defender New Hopes,"Aliens are attacking Area 51, and your mission is to rescue the scientists who work there.",6/13/2018 13:00,6/13/2018 15:00,2 hours,Tabletop,,,5,2,Ares Games/Buckeye Gamers in Flight,Isabella Long,Ares,Galaxy Defender,Yes,Yes,,,10+,Med,Beginner
7405,Wings of Glory WWI Fokker Fodder,Fly RFC BE2c and DH2 planes against Fokker Eindeckers during the 'Fokker Scourge'. The Brits are attempting a photo-recon of the German lines.,6/13/2018 13:00,6/13/2018 15:00,2 hours,Miniature,,,14,2,Ares Games/Buckeye Gamers in Flight,Isabella Long,Ares,Wings of Glory WWI,Yes,Yes,,,10+,Med,Beginner
1437,Warpath: Learn to Play,"Come & learn this new sci-fi miniatures game. Everything is provided, pick an army & crush your enemies.",6/13/2018 13:00,6/13/2018 15:00,2 Hours,Miniature,,,4,2,Ohio War Kings,,Mantic Games,Warpath 1st (2017),Yes,Yes,,,13+,Med,Intermediate
6938,Franchise,Rules Taught! Players are entrepreneurs looking to expand in this unreleased title from Queen Games.,6/13/2018 13:00,6/13/2018 15:00,2 Hours,Tabletop,,,5,2,WVHGA,,Queen Games,,Yes,Yes,,,10+,Low,Beginner
6988,Merlin,"Rules Taught! King Arthur, with Merlin's help, is searching for an heir to the the throne. Will you be the most worthy?",6/13/2018 13:00,6/13/2018 15:00,2 Hours,Tabletop,,,8,2,WVHGA,,Queen Games,,Yes,Yes,,,13+,Low,Beginner
8260,Munchkin MYSTERY Game!,Play a special game of Munchkin with our staff! It could be a pre-release or a prototype or ???,6/13/2018 13:00,6/13/2018 15:00,2 Hours,Tabletop,,,5,2,Steve Jackson Games,,Steve Jackson Games,,No,Yes,,,13+,Med,Intermediate
7864,Epic Card Game Casual Event,Play Epic Card Game in a casual environment perfect for new and/or casual players. Promos for all participants. Door Prizes!,6/13/2018 13:00,6/13/2018 15:00,2 Hours,Tabletop,,,24,2,White Wizard Games,,White Wizard Games,Epic Card Game Rules,Yes,Yes,Swiss,,10+,Med,Beginner
7350,Learn to Play: Through the Breach,"Learn the rules, make a character, and run through a quick adventure in this exciting tabletop RPG that uses cards instead of dice.",6/13/2018 13:00,6/13/2018 15:00,2 Hours,RPG,,,5,2,Wyrd,,Wyrd,2nd,Yes,Yes,,,13+,Low,Beginner
6243,Beginners Brawl with Ironclads!,"A quick introductory battle in the world of ship miniatures. 9 players enter the free for all, only one will win.",6/13/2018 13:00,6/13/2018 15:00,2 Hours,Miniature,War College,,9,2,Sons of Mandu,Walter Green,Yaquinto Publishing,1st,Yes,Yes,,,13+,Low,Beginner
6253,Beginners Brawl with Ironclads!,"A quick introductory battle in the world of ship miniatures. 9 players enter the free for all, only one will win.",6/13/2018 13:00,6/13/2018 15:00,2 Hours,Miniature,War College,,9,2,Sons of Mandu,Walter Green,Yaquinto Publishing,1st,Yes,Yes,,,13+,Low,Beginner
6263,Beginners Brawl with Ironclads!,"A quick introductory battle in the world of ship miniatures. 9 players enter the free for all, only one will win.",6/13/2018 13:00,6/13/2018 15:00,2 Hours,Miniature,War College,,9,2,Sons of Mandu,Walter Green,Yaquinto Publishing,1st,Yes,Yes,,,13+,Low,Beginner
8039,Star Wars X-Wing On Demand Hangar Bay Tournaments,100 Point Squad lists. Each player can bring 2 lists. Lists cannot share the same printed pilot skill. 3 rounds of Swiss Play,6/13/2018 13:00,6/13/2018 20:00,4 Hours,Miniature,,,16,14,Cascade Games LLC,Steve Cameron,Fantasy Flight Games,Star Wars X-Wing Miniatures,No,No,Swiss,,10+,Med,Intermediate
8412,Dragon Ball Super Draft Battle,Get 3 Event Packs/Playmat/6 Booster Packs for Entering Prizes Include Playmats & 140 Event Packs,6/13/2018 13:00,6/13/2018 17:00,4 Hours,CCG/TCG,,,8,40,Alter Reality Games,Bradley Hoisington,Bandai,Dragon Ball Super,Yes,Yes,Swiss,Full Tournament,10+,Med,Intermediate
1833,De Civitates Dei: The Fourth City of Hell,Murder most foul in a Crusades-era cloister. Find the killer or be put to the sword.,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,Wittenberg Role-Playing Guild,Andrew Klosky,Blackfall Press LLC,De Civitates Dei: Occult Horror in 1135 Jerusalem,Yes,Yes,,,17+,Low,Beginner
2869,The Canadians,"After D-Day the battle for Europe began. You're a scout unit, tasked with ensuring the safety of Allied troops, only to find something worse than Nazis.",6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,Broken Things,Tyler Omichinski,Broken Things,Call of Cthulhu 7th,Yes,Yes,,,13+,Med,Beginner
6306,Twilight of the Cartoon Universe,"Take on the mantle of Cartoon Characters from the 80s, 90s and 00s to investigate the encroaching darkness (Part 1 of 2)",6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,,Andy Jaksetic,Evil Hat,FATE,Yes,Yes,,,13+,Low,Beginner
1465,Kommissar Volkov and the Space Pirates,"The People’s colonies, besieged and alone, suffer endlessly at the hands of the Capitalist aggressors and their lawless puppet states. Can you help save them?",6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,Matinee Adventures,Ed Rollins,Exile Games,Hollow Earth Expedition,Yes,Yes,,,10+,Low,Beginner
3883,Merchant of Venus,Come join Dr. Bubba for a 4 person game of Merchant of Venus. Fantasy Flight Rules !!!!,6/13/2018 13:00,6/13/2018 17:00,4 Hours,Tabletop,,,3,4,Dr. Bubba's Games,Dr. Stan Wilkins,Fantasy Flight,Second Edition,No,Yes,,,17+,Low,Intermediate
1493,501st Legion: Destroyer Lost,As stormtroopers of the elite 501st you get all the weird and dangerous jobs. In this case that means finding a Star Destroy that has gone missing on an exploration mission of the Deep Core.,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,Matinee Adventures,Matthew Wurzberger,Fantasy Flight,Star Wars: Edge of the Empire,Yes,Yes,,,17+,Low,Intermediate
1499,Stop Watch,A ship has dropped out of jump and is heading for the starport. Efforts to communicate with the ship are unsuccessful. Port authorities need you to investigate.,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,Matinee Adventures,Kevin Combs,GDW,Traveller: New Era,Yes,Yes,,,17+,Low,Intermediate
2486,Dragon Age RPG,An Arl's Ransom,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,Green Ronin Publishing - Freebooters,Joe Nolan,Green Ronin Publishing,Dragon Age v1,Yes,Yes,,,13+,Med,Beginner
1154,Heroes of Altamira: Flashback (Eps. 1-3),New to the campaign? Play any of these retired adventures and find out what the fuss is all about.,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,The Guild of San Marcos,Ken Lechiara,John Wick Presents,7th Sea (1st Ed.),Yes,No,,,13+,Low,Beginner
1155,Heroes of Altamira: Episode 11 - To Light a Candle,"A flash of light so bright, it blinds everyone in town? Why that could mean anything. Guess heroes will need to check into this. We suggest beginning with a Flashback adventure.",6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,The Guild of San Marcos,Mark Edwards,John Wick Presents,7th Sea (1st Ed.),No,No,,,13+,Low,Intermediate
1471,Childs Play,An old friend contacts one of your crew asking for help. Seem they are having a problem with some locals.,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,Matinee Adventures,Dean Norman,Margaret Weis Productions,Serenity,Yes,Yes,,,18+,Low,Beginner
1511,Supernatural: Bad Moon Rising,The Campbell family finds itself something monstrous in upstate New York. Will they find the monster and stop the slaughter in time?,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,Matinee Adventures,Ken George,Margaret Weis Productions,Supernatural,Yes,Yes,,,13+,Low,Beginner
3632,Legends of Arcanis HP 3-4: Into Dar Zhan Vor,"You’re finally going into Dar Zhan Vor, what more do you need to know? Do you think after keeping this place a mystery for 18 years I’m going to spill the beans here? Nope. Want to see what’s been percolating in the place where legions go in and none come out? Here’s your chance.",6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,The Gathering,Matthew Flinn,Paradigm Concepts,Arcanis Roleplaying Game,No,No,,,13+,Low,Beginner
3633,Legends of Arcanis SP 3-6: Spear of the Past,"The theft of a family heirloom leads to an investigation through the First City, and the unfinished business of a generation leads to trouble for their successors.",6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,The Gathering,Matthew Flinn,Paradigm Concepts,Arcanis Roleplaying Game,No,No,,,13+,Low,Beginner
1371,Invaders from the Past,"You last memory; the dead are piled around you and you press a button. On the wall you see your picture and a caption that says, “200 years ago, caused the end of the world.” How and why are you here?",6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,8,4,Rota Fortuna,Steven Barnes,Pinnacle Entertainment Group,Savage Worlds - Deadlands/Sci Fi,Yes,Yes,,,13+,Med,Beginner
1477,Stargate: Last Line of Defense,"When aliens attack Cheyenne Mountain, the world will be saved by the most unlikely heroes.",6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,Matinee Adventures,Tom Prevendoski,Pinnacle Entertainment Group,Savage Worlds,Yes,Yes,,,10+,Low,Beginner
5281,Railyard Rumble,"Come join the characters from Thomas and friends as they fight to see who the most useful engine of all of them. Uses Steve Jackson’s Car Wars Rules. Rules taught, tanks provided.",6/13/2018 13:00,6/13/2018 17:00,4 Hours,Miniature,,,9,4,Amorphous Blob Games,Richard Downey,Steve Jackson,Car Wars-Compendium,Yes,Yes,,,10+,Low,Beginner
3581,FWS D1001: Onion Dome,Part Nine of the White Realm series. A combat heavy event for Epic level heroes.,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,The Gathering,Victor Long,"Thenodrin Presents, LLC",3.5 OGL,No,No,,,17+,Med,Intermediate
3582,FWS B1104: Key West or Bust,"Join us for a bonus year of modules. This 11th year out of a 10 year campaign highlights modules we intended to release, but for one reason or another never got around to.",6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,The Gathering,Victor Long,"Thenodrin Presents, LLC",3.5 OGL,No,No,,,17+,Med,Intermediate
3583,FWS Wildcard,Missed a previous White Star module or want to replay one as a different investigator? Come to this session and request it!,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,The Gathering,Victor Long,"Thenodrin Presents, LLC",3.5 OGL,No,No,,,17+,Med,Intermediate
3584,FWS I1101: A Walk-On Part In The War,Try out the new Rosebud rules in this introductory event highlighting the new rules currently in production for the new campaign which will be unveiled in 2019.,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,6,4,The Gathering,Victor Long,"Thenodrin Presents, LLC",Rosebud,Yes,Yes,,,17+,Low,Beginner
982,"X-Men First Class: Bye, Bye Baddie!",Teenage girls mourn as mutant rock star Mandrill readies 1 last concert before being drafted. Put on a happy face!,6/13/2018 13:00,6/13/2018 17:00,4 Hours,RPG,,,5,4,WAG,Ryan Weidenbenner,,"Marvel Super Heroes, Expert Edition",Yes,Yes,,,18+,Low,Beginner
3680,EGCC 00-01 Fall of Eos Keldor,"Unjustly imprisoned and doomed to die incarnated for crimes you didn’t commit, you have just one chance to escape infamous Lorendi capital ship, the Eos Keldor.  Take it and run. Levels 1-2, intro adventure.",6/13/2018 13:00,6/13/2018 18:00,5 Hours,RPG,,,7,6,The Gathering,Eric Weiner,Alligator Alley Entertainment,Esper Genesis,Yes,Yes,,,10+,Low,Beginner
8729,Pathfinder Society Scenario:#0-5 Mists of Mwangi (For Levels 1-5),Uncover the source of the curse before the Blackros Museum will be lost to the mists.,6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 1st Edition,Yes,No,,,10+,Med,Beginner
8751,Pathfinder Society Scenario:#3-10 The Immortal Conundrum (For Levels 5-9),Attend a dinner party at the Thuvian Embassy in an attempt gain access to the mysterious vault known as the Conundrum.,6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 1st Edition,Yes,No,,,10+,Med,Beginner
8768,Pathfinder Society Scenario:#4-19 The Night March of Kalkamedes (For Levels 1-5),Escort Pathfinder Kalkamedes to his destination and uncover the true nature of his strange dreams.,6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 1st Edition,Yes,No,,,10+,Med,Beginner
8800,Pathfinder Society Scenario:#9-01: The Cost of Enlightenment (For Levels 1-5),"When a cult of secrets moved into a Qadiran mining town, few took notice. Now the same cultists are exhibiting strange behaviors, and Society believes they may have uncovered a powerful secret.",6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 1st Edition,Yes,No,,,10+,Med,Beginner
8813,Pathfinder Society Scenario:#9-04: The Unseen Inclusion (For Levels 1-5),"Workers in Thuvia unsealed a haunted ruin, out of which screamed a terrifying apparition. As the PCs investigate, they unravel a dire secret that threatens one of the Society's closest allies.",6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 1st Edition,Yes,No,,,10+,Med,Beginner
8843,"Pathfinder Society Scenario:#9-16: Fallen Family, Broken Name (For Levels 1-5)",Newly declassified reports reveal that a broken noble family wielded a supernatural force potent enough to ward off Cheliax’s rulers. The PCs uncover the family’s history and seek this secret weapon.,6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 1st Edition,Yes,No,,,10+,Med,Beginner
8865,Pathfinder Society Scenario:#9-21: In the Grandmaster’s Name (For Levels 3-7),"To lure a pair of fugitives, the PCs pose as employees of Grandmaster Torch and rendezvous with the fugitives' agent in Druma, using forged documents to spook the criminals into leaving their sanctum.",6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 1st Edition,Yes,No,,,10+,Med,Beginner
8879,PFS Playtest Scenario #1: The Rose Street Revenge (Level 1 characters provided),"A wave of abductions and killings has struck Absalom, and when a Pathfinder falls prey to this criminal, the PCs set out to find the culprit and solve the so-called Rose Street Revenge.",6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Pathfinder Roleplaying Game 2nd Edition Playtest,Yes,No,,,10+,Med,Beginner
8939,Starfinder Society Scenario #1–00: Claim to Salvation (Level 4 characters provided),"Reeling from a recent tragedy, the Starfinder Society sends an expedition to the false moon of Salvation’s End. Seek fame and fortune in this inaugural Starfinder Society special event!",6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Starfinder Roleplaying Game,Yes,No,,,10+,Med,Beginner
8949,Starfinder Society Scenario #1–01: The Commencement (For Levels 1–2),"A Starfinder needs allies, and some of the best command influential factions. Explore Absalom Station and prove your worth to the Starfinder Society—all while choosing a path to define your future.",6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Starfinder Roleplaying Game,Yes,No,,,10+,Med,Beginner
8960,Starfinder Society Scenario #1–02: Fugitive on the Red Planet (For Levels 1–4),"A Starfinder deserter hides in a small town on the red planet of Akiton with the PCs hot on his heels. Why are the locals celebrating, and why has the failed mine suddenly reopened?",6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Starfinder Roleplaying Game,Yes,No,,,10+,Med,Beginner
8980,Starfinder Society Scenario #1–04: Cries from the Drift (For Levels 1–4),A derelict starship holds the keys to a faction’s past. The PCs travel to find the abandoned starship only to uncover unexpected resistance.,6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Starfinder Roleplaying Game,Yes,No,,,10+,Med,Beginner
8989,Starfinder Society Scenario #1–05: The First Mandate (For Levels 1–4),The Society hosts a party showcasing its resurgence. The PCs wine and dine with dignitaries while making sure the First Seeker is kept safe.,6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Starfinder Roleplaying Game,Yes,No,,,10+,Med,Beginner
9010,Starfinder Society Scenario #1–07: The Solar Sortie (For Levels 1–4),A socialite has information the Society needs. Can the PCs endure a parade of selfies and bad choices to impress their “new best friend” long enough to secure the key intelligence?,6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Starfinder Roleplaying Game,Yes,No,,,10+,Med,Beginner
9020,Starfinder Society Scenario #1–08: Sanctuary of Drowned Delight (For Levels 3–6),"The PCs travel to a distant world to reclaim a now-submerged outpost. The squatters living there now are especially gracious, but is everything as it seems?",6/13/2018 13:30,6/13/2018 18:30,5 Hours,RPG,,,6,6,Paizo Inc.,,Paizo Inc.,Starfinder Roleplaying Game,Yes,No,,,10+,Med,Beginner
